InvoiceNo,InvoiceDate,CustomerID,TotalAmount,PaymentMode
537372,12/6/10 12:52,16919,198.35,Credit Card
537374,12/6/10 12:55,17259,344.7,Debit Card
537375,12/6/10 12:55,17019,357.37,PayPal
C537373,12/6/10 12:55,14487,-12.75,Credit Card
537376,12/6/10 12:59,16722,480.68,Credit Card
537377,12/6/10 13:01,15882,270.52,Credit Card
537378,12/6/10 13:06,14911,784.15,Debit Card
537380,12/6/10 13:12,15882,100.8,PayPal
C537379,12/6/10 13:12,15882,-21,PayPal
537381,12/6/10 13:13,14667,511.56,Mobile Payments
537382,12/6/10 13:13,16710,367.87,Credit Card
C537383,12/6/10 13:17,16550,-9.05,PayPal
537384,12/6/10 13:21,15984,122.7,PayPal
537385,12/6/10 13:22,14487,125.1,Debit Card
537386,12/6/10 13:32,14911,20.85,Mobile Payments
537387,12/6/10 13:34,13468,222.18,Credit Card
537388,12/6/10 13:35,17682,391.5,PayPal
537389,12/6/10 13:41,17757,149,Cash
537390,12/6/10 13:47,16658,123.24,Debit Card
537391,12/6/10 13:53,16550,554.66,Debit Card
537392,12/6/10 13:58,17068,166.15,Bank Transfer
537393,12/6/10 13:59,13089,2415.04,Credit Card
537394,12/6/10 14:00,13089,81.18,Debit Card
537395,12/6/10 14:05,15356,143.12,Debit Card
537396,12/6/10 14:08,17223,279.32,PayPal
537397,12/6/10 14:19,16817,244.2,Credit Card
C537398,12/6/10 14:22,15426,-4.95,Credit Card
537399,12/6/10 14:31,13030,371.61,Debit Card
537400,12/6/10 14:36,17191,415.31,PayPal
537403,12/6/10 14:43,17191,30.45,Mobile Payments
C537402,12/6/10 14:43,15502,-192.7,PayPal
537404,12/6/10 14:46,17191,56.85,Credit Card
537405,12/6/10 14:51,17841,402.94,Gift Card
C537406,12/6/10 14:53,15502,-167.2,Check
537407,12/6/10 14:55,15502,192.7,Debit Card
C537408,12/6/10 14:55,15502,-25.5,Mobile Payments
537409,12/6/10 15:00,15194,406.16,Debit Card
537410,12/6/10 15:03,14409,151.2,Mobile Payments
537411,12/6/10 15:06,16861,9.65,Cash
537412,12/6/10 15:06,14409,177.6,Mobile Payments
C537413,12/6/10 15:07,14409,-151.2,Mobile Payments
537415,12/6/10 15:09,16654,227.4,Credit Card
C537414,12/6/10 15:09,16861,-22.11,Credit Card
C537416,12/6/10 15:10,16138,-7.95,Debit Card
C537417,12/6/10 15:12,13481,-4.25,Mobile Payments
537418,12/6/10 15:13,17884,126.61,Debit Card
537419,12/6/10 15:14,13495,510.95,Credit Card
537420,12/6/10 15:18,17519,335.3,Mobile Payments
537421,12/6/10 15:25,17218,282.54,Debit Card
537422,12/6/10 15:27,17812,169.65,Mobile Payments
537423,12/6/10 15:34,14215,166,Credit Card
537424,12/6/10 15:35,15602,92.55,PayPal
537425,12/6/10 15:35,14758,0,Debit Card
537426,12/6/10 15:36,18017,0,Credit Card
537428,12/6/10 15:38,17320,450.92,PayPal
537429,12/6/10 15:54,12748,81.7,Credit Card
537432,12/6/10 16:10,14578,0,Credit Card
C537431,12/6/10 16:10,16782,-5.95,Credit Card
537433,12/6/10 16:36,12913,417.62,Credit Card
537434,12/6/10 16:57,17060,8197.91,Mobile Payments
537435,12/6/10 16:58,17920,221.5,Bank Transfer
537440,12/6/10 17:16,17869,214.32,Mobile Payments
537441,12/6/10 17:26,13564,536.05,PayPal
537442,12/6/10 17:29,14326,5.07,Debit Card
C537444,12/7/10 8:42,14850,-47.6,Debit Card
C537445,12/7/10 8:57,15021,-9.35,Gift Card
537446,12/7/10 9:13,18055,569.03,Debit Card
537447,12/7/10 9:21,13963,151.3,Debit Card
537448,12/7/10 9:23,17450,39.6,Debit Card
537456,12/7/10 9:43,17450,1989.24,Mobile Payments
537457,12/7/10 9:51,17511,1644.94,Credit Card
537458,12/7/10 9:55,17091,293.45,Debit Card
537459,12/7/10 9:57,17470,178.4,PayPal
537460,12/7/10 10:04,17616,326.4,Credit Card
537461,12/7/10 10:06,15649,510,PayPal
537462,12/7/10 10:06,17228,172.65,Debit Card
537463,12/7/10 10:08,12681,1033.52,Credit Card
537464,12/7/10 10:14,14907,618.07,Credit Card
537465,12/7/10 10:32,17735,454.6,Debit Card
537467,12/7/10 10:36,16059,118.25,Debit Card
537468,12/7/10 10:36,12567,415.46,Debit Card
537469,12/7/10 10:43,17720,102,Debit Card
537470,12/7/10 10:47,15018,111.25,Mobile Payments
537471,12/7/10 10:51,14344,17.85,Credit Card
537472,12/7/10 11:11,12971,111.54,Credit Card
537476,12/7/10 11:26,15838,957.5,Debit Card
537484,12/7/10 11:30,14733,1830.02,Debit Card
537489,12/7/10 11:33,17017,511.8,PayPal
537509,12/7/10 11:41,13756,532.8,Debit Card
537523,12/7/10 11:45,14176,159.55,Gift Card
C537530,12/7/10 11:47,13319,-28.15,Debit Card
537534,12/7/10 11:48,18058,924.59,Bank Transfer
537538,12/7/10 11:49,15353,311.65,PayPal
537567,12/7/10 11:59,18119,180.7,Cash
C537572,12/7/10 12:00,15277,-95.38,Mobile Payments
C537581,12/7/10 12:03,14484,-12.95,Mobile Payments
537592,12/7/10 12:18,17491,327.4,Bank Transfer
537593,12/7/10 12:21,14282,571,PayPal
537594,12/7/10 12:28,12647,596.8,Debit Card
537595,12/7/10 12:29,13569,109.82,Credit Card
C537596,12/7/10 12:31,17954,-19.9,Credit Card
C537597,12/7/10 12:34,15498,-281,Credit Card
537598,12/7/10 12:37,14135,319,Debit Card
537599,12/7/10 12:37,17954,19.9,Debit Card
C537600,12/7/10 12:41,14062,-1,Bank Transfer
537601,12/7/10 12:43,17287,108.78,Mobile Payments
C537602,12/7/10 12:45,17511,-76.32,Credit Card
537603,12/7/10 12:49,14673,373.49,Credit Card
537604,12/7/10 13:01,13488,1381.92,Debit Card
537605,12/7/10 13:13,16221,166.74,Bank Transfer
537606,12/7/10 13:16,15002,570.45,Cash
537607,12/7/10 13:18,15965,156.19,Mobile Payments
537608,12/7/10 13:20,15024,441.12,Gift Card
537609,12/7/10 13:22,17675,617.12,Debit Card
C537610,12/7/10 13:23,14761,-631.31,Debit Card
C537611,12/7/10 13:25,17675,-75.6,Credit Card
537612,12/7/10 13:28,13769,322.3,PayPal
C537613,12/7/10 13:28,13079,-313.78,PayPal
537614,12/7/10 13:29,16904,322.8,Check
537615,12/7/10 13:30,15898,139,Credit Card
537616,12/7/10 13:30,16904,15.9,Debit Card
537617,12/7/10 13:45,16086,177.26,Debit Card
537618,12/7/10 13:50,15061,2022.16,Credit Card
537619,12/7/10 13:53,13786,230.4,Credit Card
537620,12/7/10 14:00,13880,97.8,Check
537621,12/7/10 14:29,16475,19.5,Credit Card
537622,12/7/10 14:30,13173,165.94,Debit Card
537623,12/7/10 14:31,15858,383.93,Credit Card
537624,12/7/10 14:41,12748,279.11,Debit Card
537625,12/7/10 14:57,15180,87.5,Mobile Payments
537626,12/7/10 14:57,12347,711.79,Debit Card
537627,12/7/10 14:58,14739,713.88,Check
537628,12/7/10 15:02,16293,378.75,Credit Card
537629,12/7/10 15:03,17419,356.87,Credit Card
537631,12/7/10 15:04,17419,17.4,Debit Card
C537630,12/7/10 15:04,16003,-13541.33,Debit Card
537632,12/7/10 15:08,13310,13541.33,PayPal
537633,12/7/10 15:14,17500,24.9,Debit Card
537634,12/7/10 15:15,16775,231.9,Bank Transfer
537635,12/7/10 15:18,16306,68.1,PayPal
537636,12/7/10 15:20,16950,172,Debit Card
537637,12/7/10 15:22,17498,15.7,Debit Card
537638,12/7/10 15:28,14481,6293.86,PayPal
537639,12/7/10 15:29,16956,0,Credit Card
537640,12/7/10 15:31,12372,11409.3,Cash
537641,12/7/10 15:32,12784,1240.19,PayPal
537642,12/7/10 15:33,15517,2164.51,Bank Transfer
537643,12/7/10 15:34,14870,2416.59,Debit Card
537645,12/7/10 15:34,17752,2448.29,Credit Card
C537644,12/7/10 15:34,16979,-13474.79,Debit Card
537646,12/7/10 15:39,17591,368.85,Debit Card
C537647,12/7/10 15:41,12714,-5519.25,Debit Card
537648,12/7/10 15:48,12839,402.61,Credit Card
537649,12/7/10 15:48,13807,112.6,Bank Transfer
537650,12/7/10 15:48,16125,289.35,Credit Card
C537651,12/7/10 15:49,13491,-13541.33,PayPal
C537652,12/7/10 15:51,16261,-6706.71,Bank Transfer
537653,12/7/10 15:54,17897,247.33,PayPal
537654,12/7/10 15:59,16159,135.05,Mobile Payments
537655,12/7/10 16:20,15081,111.15,Credit Card
C537656,12/7/10 16:21,15100,-131.4,Check
537657,12/7/10 16:42,18102,9639.12,Credit Card
537658,12/7/10 16:43,18102,395.76,Debit Card
537659,12/7/10 16:43,18102,15885.49,Debit Card
537664,12/7/10 17:05,15024,46.8,Debit Card
537665,12/7/10 17:19,16365,139.86,Debit Card
537666,12/7/10 18:36,17805,5058.04,Credit Card
537667,12/8/10 8:12,17870,326.4,Credit Card
537668,12/8/10 8:43,14821,48.8,Debit Card
537669,12/8/10 8:58,16863,164.25,Cash
537670,12/8/10 9:07,13078,514.39,Debit Card
537671,12/8/10 9:20,13267,328.45,Credit Card
537672,12/8/10 9:30,13050,328.01,Credit Card
537673,12/8/10 9:49,12709,522.7,Credit Card
537674,12/8/10 9:51,15628,319.18,Credit Card
537675,12/8/10 9:53,17978,5.04,Credit Card
537676,12/8/10 9:53,12386,258.9,Credit Card
C537677,12/8/10 9:55,14796,-1.95,Credit Card
537678,12/8/10 9:56,16779,356.91,Credit Card
537679,12/8/10 10:05,15288,24.59,Check
537680,12/8/10 10:11,13599,253.24,Credit Card
537681,12/8/10 10:11,13329,304.2,Debit Card
537682,12/8/10 10:13,13599,99.6,Bank Transfer
537683,12/8/10 10:14,12921,365.4,Debit Card
C537684,12/8/10 10:18,14901,-6.3,Credit Card
537685,12/8/10 10:21,18077,204.87,Credit Card
537686,12/8/10 10:21,14744,225,Debit Card
537688,12/8/10 10:35,17406,702.1,Debit Card
537689,12/8/10 10:36,15750,301.52,Debit Card
537690,12/8/10 10:38,13983,329.36,Bank Transfer
537691,12/8/10 10:39,13842,310.57,Bank Transfer
537692,12/8/10 10:40,14796,662.96,Mobile Payments
537693,12/8/10 10:45,12441,173.55,Credit Card
537694,12/8/10 10:46,14901,158.25,Mobile Payments
537698,12/8/10 10:51,13199,468.68,Debit Card
537700,12/8/10 10:51,18229,309,Check
537707,12/8/10 10:53,14032,303.86,PayPal
537738,12/8/10 11:02,17706,287.08,Gift Card
537743,12/8/10 11:02,17706,151.95,Bank Transfer
C537746,12/8/10 11:03,15021,-6.65,Debit Card
537751,12/8/10 11:04,17706,38.8,Debit Card
537754,12/8/10 11:16,16081,147.7,Debit Card
537755,12/8/10 11:31,16525,411.44,Debit Card
C537756,12/8/10 11:33,14952,-103,Credit Card
537757,12/8/10 11:38,17975,314.1,Debit Card
537758,12/8/10 11:41,16122,105.72,PayPal
537759,12/8/10 11:42,13126,203.64,Credit Card
537760,12/8/10 11:42,15973,307.82,Debit Card
537761,12/8/10 11:43,13126,19.8,Credit Card
537762,12/8/10 12:01,16558,569.4,Credit Card
C537763,12/8/10 12:03,16713,-7.95,Credit Card
537764,12/8/10 12:06,16893,144.24,Mobile Payments
537765,12/8/10 12:08,14606,215.88,Credit Card
537766,12/8/10 12:08,17677,651.6,Credit Card
537767,12/8/10 12:09,15100,350.4,PayPal
537768,12/8/10 12:11,15750,39,Credit Card
537769,12/8/10 12:17,15021,177.04,Mobile Payments
537770,12/8/10 12:24,15529,295.66,Bank Transfer
537771,12/8/10 12:29,15498,450.92,Mobile Payments
537772,12/8/10 12:35,18043,277.91,Debit Card
537773,12/8/10 12:36,16016,332.37,Debit Card
537774,12/8/10 12:40,14060,281,Debit Card
537775,12/8/10 12:41,17722,910.14,Mobile Payments
537780,12/8/10 12:45,17324,127.05,Debit Card
537781,12/8/10 12:46,17341,391.56,Credit Card
537789,12/8/10 12:49,14051,623.42,Check
C537788,12/8/10 12:49,15916,-18.3,Debit Card
537791,12/8/10 12:51,16233,147.4,Credit Card
537792,12/8/10 12:56,16385,147.2,Credit Card
537793,12/8/10 12:57,15032,2736.85,Debit Card
537794,12/8/10 13:01,16713,414.43,Check
537795,12/8/10 13:03,17213,312.9,Debit Card
537796,12/8/10 13:03,18061,405.16,Debit Card
537799,12/8/10 13:07,15916,142.95,Debit Card
C537797,12/8/10 13:07,13113,-31.85,Mobile Payments
C537798,12/8/10 13:07,16553,-4.25,Mobile Payments
537800,12/8/10 13:08,12748,69.79,Gift Card
537801,12/8/10 13:08,15221,403.25,Debit Card
537802,12/8/10 13:11,13455,692.94,Mobile Payments
537803,12/8/10 13:14,15916,89.5,Bank Transfer
537804,12/8/10 13:17,12748,124.46,PayPal
C537805,12/8/10 13:18,15311,-26.38,Credit Card
537806,12/8/10 13:21,13113,372.97,Credit Card
537808,12/8/10 13:23,15311,251.09,Credit Card
C537807,12/8/10 13:23,13495,-54.75,Mobile Payments
537809,12/8/10 13:28,14217,118.3,Credit Card
537810,12/8/10 13:30,15032,23.85,Debit Card
537811,12/8/10 13:30,17262,268.86,Debit Card
C537812,12/8/10 13:33,14299,-209,Bank Transfer
537813,12/8/10 13:38,18259,376.3,Cash
C537814,12/8/10 13:43,12712,-12.75,Credit Card
537815,12/8/10 13:49,17676,300.7,Debit Card
537816,12/8/10 13:51,16679,129.75,Cash
537817,12/8/10 13:53,18269,168.6,Cash
537818,12/8/10 13:53,12766,1149.29,Credit Card
537819,12/8/10 13:55,15298,397.6,Credit Card
C537820,12/8/10 14:10,16016,-8.5,Debit Card
C537821,12/8/10 14:20,18193,-20.85,Credit Card
537822,12/8/10 14:22,13523,566.95,Debit Card
537823,12/8/10 14:25,15993,5965.23,Credit Card
C537824,12/8/10 14:27,12870,-14.9,Debit Card
537825,12/8/10 14:36,15005,222.5,Credit Card
537826,12/8/10 14:38,15581,272.34,Debit Card
537827,12/8/10 14:43,15332,63,Credit Card
537828,12/8/10 14:43,15680,478.89,Mobile Payments
537829,12/8/10 14:46,15498,525.8,Mobile Payments
537830,12/8/10 14:46,13649,197.8,Debit Card
537831,12/8/10 14:50,17894,106.77,Credit Card
C537832,12/8/10 14:52,16858,-29.8,Credit Card
537833,12/8/10 14:53,13270,590,Debit Card
C537834,12/8/10 14:54,13267,-13.9,Credit Card
C537835,12/8/10 14:57,14618,-14.85,PayPal
537836,12/8/10 14:58,14866,103.68,Debit Card
537837,12/8/10 14:59,13077,313.72,Debit Card
C537838,12/8/10 15:01,13115,-5,Cash
537839,12/8/10 15:02,13594,12.87,Bank Transfer
537840,12/8/10 15:03,13531,305.45,Mobile Payments
537841,12/8/10 15:10,13848,320,Debit Card
537842,12/8/10 15:12,13140,158.26,Mobile Payments
537843,12/8/10 15:16,15713,171.15,Bank Transfer
537844,12/8/10 15:17,17999,187.49,Debit Card
537845,12/8/10 15:23,17690,71.4,PayPal
537846,12/8/10 15:25,15347,201.6,Credit Card
537847,12/8/10 15:33,14766,180.4,Check
537848,12/8/10 15:35,13777,180,Credit Card
537849,12/8/10 15:35,13777,75,Credit Card
537850,12/8/10 15:38,16722,318.84,Credit Card
537851,12/8/10 15:39,13758,356.4,Debit Card
537852,12/8/10 15:56,17340,2671.27,Bank Transfer
C537853,12/8/10 15:57,13370,-33.55,Debit Card
537854,12/8/10 15:58,13984,154.8,Debit Card
537855,12/8/10 15:59,15996,252,Credit Card
C537856,12/8/10 15:59,14388,-13.45,Debit Card
C537857,12/8/10 16:00,17340,-267.12,Credit Card
537858,12/8/10 16:06,13812,24.95,Credit Card
537859,12/8/10 16:11,14030,670.55,Mobile Payments
C537860,12/8/10 16:15,16252,-295.09,Credit Card
537861,12/8/10 16:18,16596,120.65,Check
537862,12/8/10 16:21,12971,111.53,Cash
537863,12/8/10 16:29,14030,5.95,Credit Card
537864,12/8/10 16:34,16700,336.94,PayPal
537865,12/8/10 16:34,16011,237.95,Credit Card
537866,12/8/10 16:45,17655,676.1,Bank Transfer
537867,12/8/10 16:48,16717,307.25,PayPal
537868,12/8/10 16:49,12433,1867.98,Cash
537871,12/8/10 17:20,12748,164.14,Debit Card
537879,12/9/10 8:34,14243,213.3,Mobile Payments
537880,12/9/10 9:14,12963,365.8,Credit Card
537881,12/9/10 9:23,15513,956.5,Credit Card
537882,12/9/10 9:25,15079,141.95,Bank Transfer
537883,12/9/10 9:27,14437,63,Debit Card
537884,12/9/10 9:30,15694,525.93,Credit Card
537885,12/9/10 9:34,12942,258.75,Credit Card
537886,12/9/10 9:49,15660,209.3,Cash
537887,12/9/10 10:00,18092,1485.72,Debit Card
537888,12/9/10 10:04,15358,524.35,Mobile Payments
537889,12/9/10 10:04,13319,670.48,Bank Transfer
537890,12/9/10 10:04,15358,100.2,Debit Card
537891,12/9/10 10:05,13319,88.8,Debit Card
537892,12/9/10 10:13,12481,159.38,Debit Card
C537893,12/9/10 10:14,12721,-27.15,Mobile Payments
537894,12/9/10 10:16,12621,464.61,Bank Transfer
537895,12/9/10 10:30,14299,429.24,Credit Card
537896,12/9/10 10:33,18071,258.95,PayPal
537897,12/9/10 10:37,12683,213.88,Mobile Payments
537898,12/9/10 10:42,17377,364.4,Bank Transfer
537899,12/9/10 10:44,12755,3794.4,Credit Card
537900,12/9/10 10:45,15983,382.66,Debit Card
537901,12/9/10 10:48,13854,309.4,Credit Card
537915,12/9/10 10:55,12797,254.03,Debit Card
537955,12/9/10 11:28,16782,364.2,Mobile Payments
537963,12/9/10 11:30,13369,308.28,Mobile Payments
537967,12/9/10 11:31,12494,57.6,Credit Card
537981,12/9/10 11:35,17857,1335.2,Debit Card
537995,12/9/10 11:39,12712,295.1,PayPal
C537998,12/9/10 11:42,17411,-30,Mobile Payments
538000,12/9/10 11:44,12748,101.9,Credit Card
538002,12/9/10 11:48,14932,363.53,Credit Card
538003,12/9/10 12:05,12429,1281.5,Check
538005,12/9/10 12:12,13090,832.8,Debit Card
538006,12/9/10 12:13,14987,163.2,Mobile Payments
538007,12/9/10 12:16,14355,174.4,Credit Card
538008,12/9/10 12:17,12683,849.2,Debit Card
538009,12/9/10 12:17,14911,945.55,Debit Card
538010,12/9/10 12:20,17526,226.8,Debit Card
538011,12/9/10 12:24,14896,257.22,Debit Card
538012,12/9/10 12:32,14527,224.38,Debit Card
538013,12/9/10 12:37,17062,109.75,Debit Card
538014,12/9/10 12:49,14440,656.7,Mobile Payments
538015,12/9/10 12:49,13240,224.07,Bank Transfer
538032,12/9/10 12:59,14479,174.4,Bank Transfer
538035,12/9/10 13:03,16065,364.34,Credit Card
538037,12/9/10 13:05,17430,112.6,Debit Card
538040,12/9/10 13:08,16520,325.76,Bank Transfer
538044,12/9/10 13:11,13249,21.3,Bank Transfer
538048,12/9/10 13:14,15945,181,Debit Card
538049,12/9/10 13:21,12748,18.4,Bank Transfer
538050,12/9/10 13:22,12748,15.9,Bank Transfer
538051,12/9/10 13:24,18041,181.35,Credit Card
C538052,12/9/10 13:28,15181,-4.95,Check
538053,12/9/10 13:34,15856,1571.32,Debit Card
538056,12/9/10 13:34,17198,249.65,Debit Card
538057,12/9/10 13:38,13102,316.82,Debit Card
C538059,12/9/10 13:38,14205,-238.2,Debit Card
538060,12/9/10 13:39,14778,5.85,PayPal
C538062,12/9/10 13:40,17702,-88.15,Debit Card
538063,12/9/10 13:44,18102,1914.24,Check
538064,12/9/10 13:47,15271,111.75,PayPal
538065,12/9/10 13:57,13982,428.6,Debit Card
C538066,12/9/10 13:58,15738,-2.95,Debit Card
538067,12/9/10 13:59,15288,165.65,Cash
538068,12/9/10 14:05,17978,300.92,Debit Card
538069,12/9/10 14:08,16795,398.08,Credit Card
538070,12/9/10 14:08,16519,103.7,Credit Card
538071,12/9/10 14:09,17095,7055.54,Check
538072,12/9/10 14:10,17183,0,Mobile Payments
538073,12/9/10 14:10,17816,16.21,Credit Card
C538075,12/9/10 14:12,13021,-20.28,Debit Card
538076,12/9/10 14:15,15311,272.36,Credit Card
538077,12/9/10 14:19,14667,609.9,Credit Card
538078,12/9/10 14:25,16255,374.25,Mobile Payments
538079,12/9/10 14:27,17671,394.18,Credit Card
538080,12/9/10 14:28,17646,251,Gift Card
C538081,12/9/10 14:29,16898,-64.35,Credit Card
C538082,12/9/10 14:30,13777,-42,Check
C538083,12/9/10 14:40,15750,-14.25,Debit Card
C538084,12/9/10 14:42,12649,-19.8,Debit Card
C538085,12/9/10 14:43,16350,-16,Debit Card
538086,12/9/10 14:44,12872,378.53,Bank Transfer
538087,12/9/10 14:44,17339,60,Debit Card
C538088,12/9/10 14:45,14766,-20.4,PayPal
C538089,12/9/10 14:47,18230,-6.75,Debit Card
538090,12/9/10 14:48,17986,0,Debit Card
C538091,12/9/10 14:48,16499,-17.9,Mobile Payments
538093,12/9/10 14:49,12682,739.05,Debit Card
538094,12/9/10 14:50,13117,186.03,Cash
538095,12/9/10 14:55,17097,174.72,Bank Transfer
538096,12/9/10 14:55,17457,3.72,Credit Card
538097,12/9/10 14:56,15192,315,Bank Transfer
C538098,12/9/10 14:57,14441,-8.5,Credit Card
C538099,12/9/10 14:58,15279,-13.1,Mobile Payments
C538100,12/9/10 15:00,16579,-30.6,Credit Card
538101,12/9/10 15:01,15380,230.1,Debit Card
C538102,12/9/10 15:01,14047,-9.3,Credit Card
C538103,12/9/10 15:13,17442,-17,Debit Card
538104,12/9/10 15:16,17950,190.35,Cash
C538105,12/9/10 15:18,16781,-16.6,Credit Card
538106,12/9/10 15:20,17950,72.82,Credit Card
538107,12/9/10 15:21,12826,155,Debit Card
538108,12/9/10 15:23,17456,249.86,Cash
C538109,12/9/10 15:23,16042,-24.95,Credit Card
C538110,12/9/10 15:24,17307,-152.64,Credit Card
C538111,12/9/10 15:24,17950,-10.08,Credit Card
C538112,12/9/10 15:28,14898,-27.6,Bank Transfer
538113,12/9/10 15:29,15811,289.85,Debit Card
C538114,12/9/10 15:29,14217,-16.95,Debit Card
C538115,12/9/10 15:30,16817,-42.5,Bank Transfer
538116,12/9/10 15:32,13327,685,Debit Card
538117,12/9/10 15:33,13327,60,Bank Transfer
C538118,12/9/10 15:33,17700,-9.85,Cash
C538119,12/9/10 15:34,13136,-20.1,Credit Card
538120,12/9/10 15:35,17017,144.5,Mobile Payments
C538121,12/9/10 15:36,15535,-12.75,Credit Card
C538122,12/9/10 15:38,14696,-1.25,Credit Card
C538123,12/9/10 15:41,12605,-7.5,Credit Card
C538124,12/9/10 15:43,15329,-17.7,Debit Card
538125,12/9/10 15:46,18225,30,Debit Card
538126,12/9/10 15:50,17838,192.9,Debit Card
538127,12/9/10 15:53,16904,7.5,Check
538145,12/9/10 16:08,15211,383.07,Mobile Payments
538146,12/9/10 16:10,15596,402.32,Credit Card
538147,12/9/10 16:11,13090,15,PayPal
538148,12/9/10 16:26,18170,2215.27,Credit Card
538149,12/9/10 16:27,14272,2446.16,Debit Card
538151,12/9/10 16:28,16163,441.6,Debit Card
538153,12/9/10 16:31,12479,3091.82,Debit Card
538154,12/9/10 16:35,12455,294.01,Debit Card
538155,12/9/10 16:52,16907,179.92,Bank Transfer
538156,12/9/10 16:53,15555,620.35,Credit Card
538157,12/9/10 16:57,17576,119.65,Check
538161,12/9/10 17:25,15010,0,Bank Transfer
538162,12/9/10 17:25,13680,0,Credit Card
538163,12/9/10 17:27,17841,254.2,Mobile Payments
C538164,12/9/10 17:32,14031,-1.95,Debit Card
538165,12/9/10 17:34,14031,185.82,Gift Card
538166,12/9/10 18:09,17965,113.2,Credit Card
538167,12/9/10 18:58,14713,298.95,Debit Card
538168,12/9/10 19:23,14702,310.45,Credit Card
538169,12/9/10 19:28,13230,93.45,Debit Card
538170,12/9/10 19:32,13969,317.59,Debit Card
538171,12/9/10 20:01,17530,300.64,Mobile Payments
538172,12/10/10 9:33,15805,370.8,Cash
538174,12/10/10 9:35,12471,1947.01,Bank Transfer
538175,12/10/10 9:48,12471,378,Debit Card
538176,12/10/10 9:48,17675,402,Mobile Payments
